book_id,title,author,genre,sub_genre,pages,reading_level,avg_rating,publish_year,description,tags
B0150,Barchester Towers,Anthony Trollope,Fantasy,High Fantasy,300,medium,3.5,1815,"A compelling fantasy book by Anthony Trollope, exploring themes of high fantasy.",High Fantasy
B0151,Ayesha,H. Rider Haggard,Fantasy,High Fantasy,300,medium,4.3,1900,"A compelling fantasy book by H. Rider Haggard, exploring themes of high fantasy.",High Fantasy
B0152,The Tin Woodman of Oz,L. Frank Baum,Fantasy,High Fantasy,300,medium,3.6,1918,"A compelling fantasy book by L. Frank Baum, exploring themes of high fantasy.",High Fantasy
B0153,The Violet Fairy Book (Large Print),Andrew Lang,Fantasy,High Fantasy,300,medium,3.7,1901,"A compelling fantasy book by Andrew Lang, exploring themes of high fantasy.",High Fantasy
B0154,The Yellow Fairy Book,"Andrew Lang, Leonora Blanche Lang",Fantasy,High Fantasy,300,medium,4.4,1894,"A compelling fantasy book by Andrew Lang, Leonora Blanche Lang, exploring themes of high fantasy.",High Fantasy
B0155,The War of the Worlds,H. G. Wells,Fantasy,High Fantasy,300,medium,4.4,0,"A compelling fantasy book by H. G. Wells, exploring themes of high fantasy.",High Fantasy
B0156,A Princess of Mars,Edgar Rice Burroughs,Fantasy,High Fantasy,300,medium,4.3,1912,"A compelling fantasy book by Edgar Rice Burroughs, exploring themes of high fantasy.",High Fantasy
B0157,The Napoleon of Notting Hill,Gilbert Keith Chesterton,Fantasy,High Fantasy,300,medium,4.4,1904,"A compelling fantasy book by Gilbert Keith Chesterton, exploring themes of high fantasy.",High Fantasy
B0158,Glinda of Oz,L. Frank Baum,Fantasy,High Fantasy,300,medium,4.3,1920,"A compelling fantasy book by L. Frank Baum, exploring themes of high fantasy.",High Fantasy
B0159,Orlando,Virginia Woolf,Fantasy,High Fantasy,300,medium,3.5,1928,"A compelling fantasy book by Virginia Woolf, exploring themes of high fantasy.",High Fantasy
B0160,Metamorphoses,"Lucius Apuleius, William Adlington, Lucio Apuleyo, Lucio Apuleio, Apuleio, Apuleius, Marina Cavalli, Costanza Viareggi, Firenzuola, Agnolo, Matteo Maria Boiardo, Nicolò Zoppino, Vicentio",Fantasy,High Fantasy,300,medium,3.5,1500,"A compelling fantasy book by Lucius Apuleius, William Adlington, Lucio Apuleyo, Lucio Apuleio, Apuleio, Apuleius, Marina Cavalli, Costanza Viareggi, Firenzuola, Agnolo, Matteo Maria Boiardo, Nicolò Zoppino, Vicentio, exploring themes of high fantasy.",High Fantasy
B0161,Oliver Twist,Charles Dickens,Mystery,Thriller,300,medium,4.7,1822,"A compelling mystery book by Charles Dickens, exploring themes of thriller.",Thriller
B0162,The Secret Garden,Frances Hodgson Burnett,Mystery,Thriller,300,medium,4.5,1911,"A compelling mystery book by Frances Hodgson Burnett, exploring themes of thriller.",Thriller
B0163,A Study in Scarlet,Arthur Conan Doyle,Mystery,Thriller,300,medium,3.9,1887,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0164,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery,Thriller,300,medium,4.6,1900,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0165,Преступление и наказание,Fiódor Dostoievski,Mystery,Thriller,300,medium,3.9,1866,"A compelling mystery book by Fiódor Dostoievski, exploring themes of thriller.",Thriller
B0166,The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,Mystery,Thriller,300,medium,4.5,1892,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0167,The Man Who Was Thursday,Gilbert Keith Chesterton,Mystery,Thriller,300,medium,4.3,1908,"A compelling mystery book by Gilbert Keith Chesterton, exploring themes of thriller.",Thriller
B0168,The Mysterious Affair at Styles,Agatha Christie,Mystery,Thriller,300,medium,4.2,1920,"A compelling mystery book by Agatha Christie, exploring themes of thriller.",Thriller
B0169,The Moonstone,Wilkie Collins,Mystery,Thriller,300,medium,4.0,1800,"A compelling mystery book by Wilkie Collins, exploring themes of thriller.",Thriller
B0170,The Sign of Four,Arthur Conan Doyle,Mystery,Thriller,300,medium,4.4,1889,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0171,The Thirty-Nine Steps,John Buchan,Mystery,Thriller,300,medium,3.9,1915,"A compelling mystery book by John Buchan, exploring themes of thriller.",Thriller
B0172,The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,Mystery,Thriller,300,medium,4.5,1583,"A compelling mystery book by Gilbert Keith Chesterton, exploring themes of thriller.",Thriller
B0173,The Secret Adversary,Agatha Christie,Mystery,Thriller,300,medium,4.7,1922,"A compelling mystery book by Agatha Christie, exploring themes of thriller.",Thriller
B0174,A Connecticut Yankee in King Arthur's Court,Mark Twain,Mystery,Thriller,300,medium,4.2,1889,"A compelling mystery book by Mark Twain, exploring themes of thriller.",Thriller
B0175,The Valley of Fear,Arthur Conan Doyle,Mystery,Thriller,300,medium,3.7,1914,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0176,The Lost World,Arthur Conan Doyle,Mystery,Thriller,300,medium,4.5,1900,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0177,The Woman in White,"Wilkie Collins, William Collins",Mystery,Thriller,300,medium,3.8,1859,"A compelling mystery book by Wilkie Collins, William Collins, exploring themes of thriller.",Thriller
B0178,"Henry VI, Part 3",William Shakespeare,Mystery,Thriller,300,medium,3.8,1600,"A compelling mystery book by William Shakespeare, exploring themes of thriller.",Thriller
B0179,The Man Who Knew Too Much,Gilbert Keith Chesterton,Mystery,Thriller,300,medium,4.2,1922,"A compelling mystery book by Gilbert Keith Chesterton, exploring themes of thriller.",Thriller
B0180,Silas Marner,"George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese",Mystery,Thriller,300,medium,4.2,1800,"A compelling mystery book by George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese, exploring themes of thriller.",Thriller
B0181,The mystery of Edwin Drood,"Charles Dickens, Samuel Luke Fildes, Charles Bernard Derosne, TC, John Cuming Walters",Mystery,Thriller,300,medium,4.3,1870,"A compelling mystery book by Charles Dickens, Samuel Luke Fildes, Charles Bernard Derosne, TC, John Cuming Walters, exploring themes of thriller.",Thriller
B0182,His Last Bow [8 stories],Arthur Conan Doyle,Mystery,Thriller,300,medium,4.6,1917,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0183,The Castle of Otranto,Horace Walpole,Mystery,Thriller,300,medium,3.5,1764,"A compelling mystery book by Horace Walpole, exploring themes of thriller.",Thriller
B0184,The Story of the Amulet,Edith Nesbit,Mystery,Thriller,300,medium,4.5,1905,"A compelling mystery book by Edith Nesbit, exploring themes of thriller.",Thriller
B0185,Carmilla,Sheridan Le Fanu,Mystery,Thriller,300,medium,4.4,1871,"A compelling mystery book by Sheridan Le Fanu, exploring themes of thriller.",Thriller
B0186,The Invisible Man,H. G. Wells,Mystery,Thriller,300,medium,4.3,0,"A compelling mystery book by H. G. Wells, exploring themes of thriller.",Thriller
B0187,Heart of Darkness,Joseph Conrad,Mystery,Thriller,300,medium,3.6,1899,"A compelling mystery book by Joseph Conrad, exploring themes of thriller.",Thriller
B0188,The Return of Sherlock Holmes,Arthur Conan Doyle,Mystery,Thriller,300,medium,3.6,1903,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0189,The Murders in the Rue Morgue,Edgar Allan Poe,Mystery,Thriller,300,medium,4.1,1841,"A compelling mystery book by Edgar Allan Poe, exploring themes of thriller.",Thriller
B0190,The Riddle of the Sands,Erskine Childers,Mystery,Thriller,300,medium,3.9,1903,"A compelling mystery book by Erskine Childers, exploring themes of thriller.",Thriller
B0191,Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,Mystery,Thriller,300,medium,4.4,1893,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0192,Greenmantle,John Buchan,Mystery,Thriller,300,medium,3.5,1915,"A compelling mystery book by John Buchan, exploring themes of thriller.",Thriller
B0193,The Club of Queer Trades,Gilbert Keith Chesterton,Mystery,Thriller,300,medium,4.1,1900,"A compelling mystery book by Gilbert Keith Chesterton, exploring themes of thriller.",Thriller
B0194,At the Back of the North Wind,George MacDonald,Mystery,Thriller,300,medium,3.5,1871,"A compelling mystery book by George MacDonald, exploring themes of thriller.",Thriller
B0195,The Wisdom of Father Brown,Gilbert Keith Chesterton,Mystery,Thriller,300,medium,4.6,1913,"A compelling mystery book by Gilbert Keith Chesterton, exploring themes of thriller.",Thriller
B0196,Glinda of Oz,L. Frank Baum,Mystery,Thriller,300,medium,4.3,1920,"A compelling mystery book by L. Frank Baum, exploring themes of thriller.",Thriller
B0197,Basil,Wilkie Collins,Mystery,Thriller,300,medium,4.6,1852,"A compelling mystery book by Wilkie Collins, exploring themes of thriller.",Thriller
B0198,The Mysterious Rider,Zane Grey,Mystery,Thriller,300,medium,4.7,1921,"A compelling mystery book by Zane Grey, exploring themes of thriller.",Thriller
B0199,Harry Potter and the Philosopher's Stone,J. K. Rowling,Mystery,Thriller,300,medium,3.8,1997,"A compelling mystery book by J. K. Rowling, exploring themes of thriller.",Thriller
B0200,Hound of the Baskervilles,"Arthur Conan Doyle, Althos Low",Mystery,Thriller,300,medium,3.7,1902,"A compelling mystery book by Arthur Conan Doyle, Althos Low, exploring themes of thriller.",Thriller
B0201,Love Insurance,Earl Derr Biggers,Mystery,Thriller,300,medium,4.1,1914,"A compelling mystery book by Earl Derr Biggers, exploring themes of thriller.",Thriller
B0202,A strange disappearance,"Anna Katharine Green, Anna Green, Ann Green",Mystery,Thriller,300,medium,3.9,1879,"A compelling mystery book by Anna Katharine Green, Anna Green, Ann Green, exploring themes of thriller.",Thriller
B0203,The Law and the Lady,"Wilkie Collins, Camille de Cendrey, Jenny Bourne Taylor",Mystery,Thriller,300,medium,4.3,1875,"A compelling mystery book by Wilkie Collins, Camille de Cendrey, Jenny Bourne Taylor, exploring themes of thriller.",Thriller
B0204,The Insidious Dr. Fu Manchu,Sax Rohmer,Mystery,Thriller,300,medium,4.1,1913,"A compelling mystery book by Sax Rohmer, exploring themes of thriller.",Thriller
B0205,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Mystery,Thriller,300,medium,4.1,1875,"A compelling mystery book by Robert Louis Stevenson, exploring themes of thriller.",Thriller
B0206,Raspberry Jam,Carolyn Wells,Mystery,Thriller,300,medium,4.3,1920,"A compelling mystery book by Carolyn Wells, exploring themes of thriller.",Thriller
B0207,Trent's Last Case,E. C. Bentley,Mystery,Thriller,300,medium,4.6,1900,"A compelling mystery book by E. C. Bentley, exploring themes of thriller.",Thriller
B0208,Barnaby Rudge,"Charles Dickens, Eileen Warren Norris",Mystery,Thriller,300,medium,3.5,1840,"A compelling mystery book by Charles Dickens, Eileen Warren Norris, exploring themes of thriller.",Thriller
B0209,Kidnapped,Robert Louis Stevenson,Mystery,Thriller,300,medium,4.6,1886,"A compelling mystery book by Robert Louis Stevenson, exploring themes of thriller.",Thriller
B0210,The Poison Belt,Arthur Conan Doyle,Mystery,Thriller,300,medium,3.6,1913,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0211,Prester John,John Buchan,Mystery,Thriller,300,medium,3.6,1900,"A compelling mystery book by John Buchan, exploring themes of thriller.",Thriller
B0212,The Secret Agent,Joseph Conrad,Mystery,Thriller,300,medium,3.5,1907,"A compelling mystery book by Joseph Conrad, exploring themes of thriller.",Thriller
B0213,Tom Sawyer Abroad,Mark Twain,Mystery,Thriller,300,medium,4.6,1894,"A compelling mystery book by Mark Twain, exploring themes of thriller.",Thriller
B0214,Middlemarch,George Eliot,Mystery,Thriller,300,medium,4.2,1800,"A compelling mystery book by George Eliot, exploring themes of thriller.",Thriller
B0215,Whose Body?,Dorothy L. Sayers,Mystery,Thriller,300,medium,4.0,1923,"A compelling mystery book by Dorothy L. Sayers, exploring themes of thriller.",Thriller
B0216,The Clue of the Twisted Candle,Edgar Wallace,Mystery,Thriller,300,medium,3.6,1900,"A compelling mystery book by Edgar Wallace, exploring themes of thriller.",Thriller
B0217,Dead Men's Money,Joseph Smith Fletcher,Mystery,Thriller,300,medium,4.2,1920,"A compelling mystery book by Joseph Smith Fletcher, exploring themes of thriller.",Thriller
B0218,Seven keys to Baldpate,Earl Derr Biggers,Mystery,Thriller,300,medium,3.5,1913,"A compelling mystery book by Earl Derr Biggers, exploring themes of thriller.",Thriller
B0219,The Black Robe,Wilkie Collins,Mystery,Thriller,300,medium,3.6,1881,"A compelling mystery book by Wilkie Collins, exploring themes of thriller.",Thriller
B0220,The Evil Shepherd,Edward Phillips Oppenheim,Mystery,Thriller,300,medium,4.5,1922,"A compelling mystery book by Edward Phillips Oppenheim, exploring themes of thriller.",Thriller
B0221,The Case-Book of Sherlock Holmes,Arthur Conan Doyle,Mystery,Thriller,300,medium,4.1,1927,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0222,The Haunted Hotel,Wilkie Collins,Mystery,Thriller,300,medium,3.8,1878,"A compelling mystery book by Wilkie Collins, exploring themes of thriller.",Thriller
B0223,"Curious, if true",Elizabeth Cleghorn Gaskell,Mystery,Thriller,300,medium,3.6,1995,"A compelling mystery book by Elizabeth Cleghorn Gaskell, exploring themes of thriller.",Thriller
B0224,"Tom Sawyer, Detective",Mark Twain,Mystery,Thriller,300,medium,4.2,1897,"A compelling mystery book by Mark Twain, exploring themes of thriller.",Thriller
B0225,The Lone Wolf,Louis Joseph Vance,Mystery,Thriller,300,medium,4.3,1914,"A compelling mystery book by Louis Joseph Vance, exploring themes of thriller.",Thriller
B0226,Murder on the Links,Agatha Christie,Mystery,Thriller,300,medium,4.0,1923,"A compelling mystery book by Agatha Christie, exploring themes of thriller.",Thriller
B0227,Manalive,Gilbert Keith Chesterton,Mystery,Thriller,300,medium,4.2,1912,"A compelling mystery book by Gilbert Keith Chesterton, exploring themes of thriller.",Thriller
B0228,The Middle of Things,Joseph Smith Fletcher,Mystery,Thriller,300,medium,4.7,1922,"A compelling mystery book by Joseph Smith Fletcher, exploring themes of thriller.",Thriller
B0229,Armadale,Wilkie Collins,Mystery,Thriller,300,medium,4.3,1866,"A compelling mystery book by Wilkie Collins, exploring themes of thriller.",Thriller
B0230,Fifty Candles,Earl Derr Biggers,Mystery,Thriller,300,medium,4.2,1926,"A compelling mystery book by Earl Derr Biggers, exploring themes of thriller.",Thriller
B0231,The great impersonation,Edward Phillips Oppenheim,Mystery,Thriller,300,medium,4.2,1920,"A compelling mystery book by Edward Phillips Oppenheim, exploring themes of thriller.",Thriller
B0232,The Angel of Terror,Edgar Wallace,Mystery,Thriller,300,medium,4.7,1923,"A compelling mystery book by Edgar Wallace, exploring themes of thriller.",Thriller
B0233,The Lost Stradivarius,John Meade Falkner,Mystery,Thriller,300,medium,4.7,1895,"A compelling mystery book by John Meade Falkner, exploring themes of thriller.",Thriller
B0234,Murder on the Orient Express,Agatha Christie,Mystery,Thriller,300,medium,4.5,1933,"A compelling mystery book by Agatha Christie, exploring themes of thriller.",Thriller
B0235,"A bid for fortune, or, Dr. Nikola's vendetta",Guy Boothby,Mystery,Thriller,300,medium,4.0,1895,"A compelling mystery book by Guy Boothby, exploring themes of thriller.",Thriller
B0236,The Vanished Messenger,Edward Phillips Oppenheim,Mystery,Thriller,300,medium,4.2,1914,"A compelling mystery book by Edward Phillips Oppenheim, exploring themes of thriller.",Thriller
B0237,No name,Wilkie Collins,Mystery,Thriller,300,medium,3.6,1862,"A compelling mystery book by Wilkie Collins, exploring themes of thriller.",Thriller
B0238,Uncle Bernac,Arthur Conan Doyle,Mystery,Thriller,300,medium,4.6,1897,"A compelling mystery book by Arthur Conan Doyle, exploring themes of thriller.",Thriller
B0239,The Moon Pool,A. Merritt,Mystery,Thriller,300,medium,4.3,1919,"A compelling mystery book by A. Merritt, exploring themes of thriller.",Thriller
B0240,The Man in Lower Ten,Mary Roberts Rinehart,Mystery,Thriller,300,medium,4.0,1909,"A compelling mystery book by Mary Roberts Rinehart, exploring themes of thriller.",Thriller
B0241,Pride and Prejudice,Jane Austen,Romance,Contemporary Romance,300,easy,4.0,1813,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0242,A Christmas Carol,Charles Dickens,Romance,Contemporary Romance,300,easy,3.7,1843,"A compelling romance book by Charles Dickens, exploring themes of contemporary romance.",Contemporary Romance
B0243,Wuthering Heights,Emily Brontë,Romance,Contemporary Romance,300,easy,4.0,1846,"A compelling romance book by Emily Brontë, exploring themes of contemporary romance.",Contemporary Romance
B0244,The Scarlet Letter,Nathaniel Hawthorne,Romance,Contemporary Romance,300,easy,3.9,1800,"A compelling romance book by Nathaniel Hawthorne, exploring themes of contemporary romance.",Contemporary Romance
B0245,Emma,Jane Austen,Romance,Contemporary Romance,300,easy,4.2,1815,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0246,Sense and Sensibility,Jane Austen,Romance,Contemporary Romance,300,easy,4.2,1811,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0247,Little Women,Louisa May Alcott,Romance,Contemporary Romance,300,easy,4.4,1848,"A compelling romance book by Louisa May Alcott, exploring themes of contemporary romance.",Contemporary Romance
B0248,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,Romance,Contemporary Romance,300,easy,4.3,1600,"A compelling romance book by Miguel de Cervantes Saavedra, exploring themes of contemporary romance.",Contemporary Romance
B0249,Madame Bovary,Gustave Flaubert,Romance,Contemporary Romance,300,easy,3.8,1856,"A compelling romance book by Gustave Flaubert, exploring themes of contemporary romance.",Contemporary Romance
B0250,A Midsummer Night's Dream,William Shakespeare,Romance,Contemporary Romance,300,easy,3.6,1600,"A compelling romance book by William Shakespeare, exploring themes of contemporary romance.",Contemporary Romance
B0251,La Divina Commedia,Dante Alighieri,Romance,Contemporary Romance,300,easy,4.0,1472,"A compelling romance book by Dante Alighieri, exploring themes of contemporary romance.",Contemporary Romance
B0252,Анна Каренина,Лев Толстой,Romance,Contemporary Romance,300,easy,4.0,1876,"A compelling romance book by Лев Толстой, exploring themes of contemporary romance.",Contemporary Romance
B0253,Persuasion,Jane Austen,Romance,Contemporary Romance,300,easy,4.1,1789,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0254,The Great Gatsby,F. Scott Fitzgerald,Romance,Contemporary Romance,300,easy,4.0,1920,"A compelling romance book by F. Scott Fitzgerald, exploring themes of contemporary romance.",Contemporary Romance
B0255,Jane Eyre,Charlotte Brontë,Romance,Contemporary Romance,300,easy,4.1,1847,"A compelling romance book by Charlotte Brontë, exploring themes of contemporary romance.",Contemporary Romance
B0256,Moby Dick,Herman Melville,Romance,Contemporary Romance,300,easy,4.1,1851,"A compelling romance book by Herman Melville, exploring themes of contemporary romance.",Contemporary Romance
B0257,Mansfield Park,Jane Austen,Romance,Contemporary Romance,300,easy,4.3,1814,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0258,Les trois Mousquetaires,Alexandre Dumas,Romance,Contemporary Romance,300,easy,3.9,1844,"A compelling romance book by Alexandre Dumas, exploring themes of contemporary romance.",Contemporary Romance
B0259,Candide,Voltaire,Romance,Contemporary Romance,300,easy,4.1,1746,"A compelling romance book by Voltaire, exploring themes of contemporary romance.",Contemporary Romance
B0260,Northanger Abbey,Jane Austen,Romance,Contemporary Romance,300,easy,3.9,1818,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0261,Ethan Frome,Edith Wharton,Romance,Contemporary Romance,300,easy,4.3,1910,"A compelling romance book by Edith Wharton, exploring themes of contemporary romance.",Contemporary Romance
B0262,Romeo and Juliet,William Shakespeare,Romance,Contemporary Romance,300,easy,4.4,1597,"A compelling romance book by William Shakespeare, exploring themes of contemporary romance.",Contemporary Romance
B0263,The Moonstone,Wilkie Collins,Romance,Contemporary Romance,300,easy,4.0,1800,"A compelling romance book by Wilkie Collins, exploring themes of contemporary romance.",Contemporary Romance
B0264,David Copperfield,Charles Dickens,Romance,Contemporary Romance,300,easy,4.6,1800,"A compelling romance book by Charles Dickens, exploring themes of contemporary romance.",Contemporary Romance
B0265,A Connecticut Yankee in King Arthur's Court,Mark Twain,Romance,Contemporary Romance,300,easy,4.2,1889,"A compelling romance book by Mark Twain, exploring themes of contemporary romance.",Contemporary Romance
B0266,Anne of the Island,Lucy Maud Montgomery,Romance,Contemporary Romance,300,easy,3.9,1915,"A compelling romance book by Lucy Maud Montgomery, exploring themes of contemporary romance.",Contemporary Romance
B0267,The Cricket on the Hearth,Charles Dickens,Romance,Contemporary Romance,300,easy,4.3,1846,"A compelling romance book by Charles Dickens, exploring themes of contemporary romance.",Contemporary Romance
B0268,A Portrait of the Artist as a Young Man,"James Joyce, James Joyce, james joyce, J Joyce",Romance,Contemporary Romance,300,easy,3.9,1818,"A compelling romance book by James Joyce, James Joyce, james joyce, J Joyce, exploring themes of contemporary romance.",Contemporary Romance
B0269,The Mill on the Floss,"George Eliot, Rosalyn Landor, Sue Saunders, Julius Frese",Romance,Contemporary Romance,300,easy,4.7,1800,"A compelling romance book by George Eliot, Rosalyn Landor, Sue Saunders, Julius Frese, exploring themes of contemporary romance.",Contemporary Romance
B0270,A Room with a View,E. M. Forster,Romance,Contemporary Romance,300,easy,4.6,1905,"A compelling romance book by E. M. Forster, exploring themes of contemporary romance.",Contemporary Romance
B0271,"Le Comte de Monte-Cristo, II",Alexandre Dumas,Romance,Contemporary Romance,300,easy,3.8,1830,"A compelling romance book by Alexandre Dumas, exploring themes of contemporary romance.",Contemporary Romance
B0272,Riders of the Purple Sage,Zane Grey,Romance,Contemporary Romance,300,easy,4.2,1912,"A compelling romance book by Zane Grey, exploring themes of contemporary romance.",Contemporary Romance
B0273,The House of Mirth,Edith Wharton,Romance,Contemporary Romance,300,easy,4.6,1905,"A compelling romance book by Edith Wharton, exploring themes of contemporary romance.",Contemporary Romance
B0274,Uncle Tom's Cabin,Harriet Beecher Stowe,Romance,Contemporary Romance,300,easy,4.6,1850,"A compelling romance book by Harriet Beecher Stowe, exploring themes of contemporary romance.",Contemporary Romance
B0275,The Mayor of Casterbridge,Thomas Hardy,Romance,Contemporary Romance,300,easy,3.8,1800,"A compelling romance book by Thomas Hardy, exploring themes of contemporary romance.",Contemporary Romance
B0276,The Woman in White,"Wilkie Collins, William Collins",Romance,Contemporary Romance,300,easy,3.8,1859,"A compelling romance book by Wilkie Collins, William Collins, exploring themes of contemporary romance.",Contemporary Romance
B0277,Du côté de chez Swann,Marcel Proust,Romance,Contemporary Romance,300,easy,3.5,1908,"A compelling romance book by Marcel Proust, exploring themes of contemporary romance.",Contemporary Romance
B0278,This Side of Paradise,F. Scott Fitzgerald,Romance,Contemporary Romance,300,easy,4.2,1920,"A compelling romance book by F. Scott Fitzgerald, exploring themes of contemporary romance.",Contemporary Romance
B0279,O Pioneers!,Willa Cather,Romance,Contemporary Romance,300,easy,4.3,1913,"A compelling romance book by Willa Cather, exploring themes of contemporary romance.",Contemporary Romance
B0280,Goldsmith's The vicar of Wakefield,Oliver Goldsmith,Romance,Contemporary Romance,300,easy,3.5,1111,"A compelling romance book by Oliver Goldsmith, exploring themes of contemporary romance.",Contemporary Romance
B0281,Lady Susan,Jane Austen,Romance,Contemporary Romance,300,easy,4.2,1925,"A compelling romance book by Jane Austen, exploring themes of contemporary romance.",Contemporary Romance
B0282,The Blithedale Romance,Nathaniel Hawthorne,Romance,Contemporary Romance,300,easy,4.3,1852,"A compelling romance book by Nathaniel Hawthorne, exploring themes of contemporary romance.",Contemporary Romance
B0283,Women in Love,D. H. Lawrence,Romance,Contemporary Romance,300,easy,4.2,1877,"A compelling romance book by D. H. Lawrence, exploring themes of contemporary romance.",Contemporary Romance
B0284,The Turn of the Screw,Henry James,Romance,Contemporary Romance,300,easy,4.0,1898,"A compelling romance book by Henry James, exploring themes of contemporary romance.",Contemporary Romance
B0285,Lorna Doone,R. D. Blackmore,Romance,Contemporary Romance,300,easy,4.6,1656,"A compelling romance book by R. D. Blackmore, exploring themes of contemporary romance.",Contemporary Romance
B0286,La chartreuse de Parme,Stendhal,Romance,Contemporary Romance,300,easy,4.0,1800,"A compelling romance book by Stendhal, exploring themes of contemporary romance.",Contemporary Romance
B0287,Heart of Darkness,Joseph Conrad,Romance,Contemporary Romance,300,easy,3.6,1899,"A compelling romance book by Joseph Conrad, exploring themes of contemporary romance.",Contemporary Romance
B0288,Adam Bede,"George Eliot, Robert Lewis Weed, Najam Saqib, Gordon Frederick Browne, David Case",Romance,Contemporary Romance,300,easy,4.4,1800,"A compelling romance book by George Eliot, Robert Lewis Weed, Najam Saqib, Gordon Frederick Browne, David Case, exploring themes of contemporary romance.",Contemporary Romance
B0289,Les Misérables,Victor Hugo,Romance,Contemporary Romance,300,easy,3.7,1862,"A compelling romance book by Victor Hugo, exploring themes of contemporary romance.",Contemporary Romance
B0290,"Villette, a novel",Charlotte Brontë,Romance,Contemporary Romance,300,easy,4.0,1853,"A compelling romance book by Charlotte Brontë, exploring themes of contemporary romance.",Contemporary Romance
B0291,She,H. Rider Haggard,Romance,Contemporary Romance,300,easy,3.8,1886,"A compelling romance book by H. Rider Haggard, exploring themes of contemporary romance.",Contemporary Romance
B0292,Howards End,E. M. Forster,Romance,Contemporary Romance,300,easy,3.8,1910,"A compelling romance book by E. M. Forster, exploring themes of contemporary romance.",Contemporary Romance
B0293,The Beautiful and Damned,F. Scott Fitzgerald,Romance,Contemporary Romance,300,easy,4.3,1920,"A compelling romance book by F. Scott Fitzgerald, exploring themes of contemporary romance.",Contemporary Romance
B0294,Ivanhoe,Sir Walter Scott,Romance,Contemporary Romance,300,easy,4.0,1800,"A compelling romance book by Sir Walter Scott, exploring themes of contemporary romance.",Contemporary Romance
B0295,Lilith,George MacDonald,Romance,Contemporary Romance,300,easy,3.7,1895,"A compelling romance book by George MacDonald, exploring themes of contemporary romance.",Contemporary Romance
B0296,Mrs. Dalloway,Virginia Woolf,Romance,Contemporary Romance,300,easy,3.7,1925,"A compelling romance book by Virginia Woolf, exploring themes of contemporary romance.",Contemporary Romance
B0297,Cranford,Elizabeth Cleghorn Gaskell,Romance,Contemporary Romance,300,easy,4.0,1853,"A compelling romance book by Elizabeth Cleghorn Gaskell, exploring themes of contemporary romance.",Contemporary Romance
B0298,Phantastes,George MacDonald,Romance,Contemporary Romance,300,easy,4.4,1850,"A compelling romance book by George MacDonald, exploring themes of contemporary romance.",Contemporary Romance
B0299,The House of Seven Gables Readalong,Nathaniel Hawthorne,Romance,Contemporary Romance,300,easy,4.0,1851,"A compelling romance book by Nathaniel Hawthorne, exploring themes of contemporary romance.",Contemporary Romance
B0300,L’étranger,Albert Camus,Romance,Contemporary Romance,300,easy,4.6,1942,"A compelling romance book by Albert Camus, exploring themes of contemporary romance.",Contemporary Romance
B0301,Ayesha,H. Rider Haggard,Romance,Contemporary Romance,300,easy,4.3,1900,"A compelling romance book by H. Rider Haggard, exploring themes of contemporary romance.",Contemporary Romance
B0302,The War of the Worlds,H. G. Wells,Romance,Contemporary Romance,300,easy,4.4,0,"A compelling romance book by H. G. Wells, exploring themes of contemporary romance.",Contemporary Romance
B0303,A Princess of Mars,Edgar Rice Burroughs,Romance,Contemporary Romance,300,easy,4.3,1912,"A compelling romance book by Edgar Rice Burroughs, exploring themes of contemporary romance.",Contemporary Romance
B0304,La dame aux camélias [novel],Alexandre Dumas fils,Romance,Contemporary Romance,300,easy,3.9,1848,"A compelling romance book by Alexandre Dumas fils, exploring themes of contemporary romance.",Contemporary Romance
